10000 50000
5679 1713 575
3949 6419 848
9265 3882 886
797 5592 528
7105 1790 680
2762 2852 371
1761 3954 670
2637 23 574
6842 3440 170
9453 2956 95
4659 4124 432
8498 8016 41
8048 4725 403
4031 1986 126
1136 459 463
2018 212 539
4063 5207 407
1510 4465 175
2042 8377 285
7476 7796 16
5162 1012 667
8789 8353 848
9269 2619 381
6862 5033 219
3147 8806 923
8043 300 475
7150 4958 702
7021 3630 143
8050 2828 919
986 8558 9
762 6733 278
9784 2698 131
8423 1310 361
1192 626 274
1920 6568 288
9368 8162 332
6847 5158 146
6228 3464 552
3735 7505 355
5915 3027 352
7450 8296 401
3151 1277 967
3437 1897 897
8846 372 691
5485 2811 805
2499 1413 34
3071 4396 843
8272 7373 42
2256 3781 615
5110 4585 636
9133 6249 897
105 8280 342
9421 1934 828
898 3291 83
7630 2891 167
9808 9981 874
8566 5985 246
3928 4479 438
2080 3 852
6980 4746 706
7692 1396 266
216 2351 679
4239 953 975
9219 347 396
8611 3428 643
596 2615 947
2782 5347 258
9783 9998 805
4018 9733 957
6834 2316 999
4292 14 58
8059 764 814
1420 4437 799
5201 6523 615
1834 3068 801
2729 7792 852
2258 6875 428
3847 2137 937
1744 7127 59
3616 9031 843
3410 8728 504
8589 7564 90
8281 2249 574
3971 3572 273
6209 6629 946
1563 2149 894
5123 6046 37
6217 2900 976
7480 1624 148
2811 5505 867
7596 1547 709
348 5809 880
8411 6721 114
2603 4278 634
7612 8385 256
6185 5838 726
8781 4094 67
8043 5367 144
969 1750 400
8269 5545 120
7956 7075 788
6876 1649 29
8600 2815 418
7542 6666 401
4644 7338 15
8293 8641 595
643 6661 70
6115 5227 422
822 8350 230
3992 7716 632
518 2165 529
938 3013 851
7159 9605 99
5556 2988 488
732 8781 314
8222 6022 296
4770 658 850
6305 7976 822
8483 7201 273
3799 373 267
3170 3880 936
3130 5773 586
4379 6893 487
617 3996 536
9034 5957 168
8182 2635 292
5615 3878 570
3350 9389 23
5120 5628 428
4321 4028 851
2398 6318 422
3292 2720 673
8644 9862 791
8229 5437 155
9117 2200 553
2447 9962 647
1764 2195 752
3081 4290 626
1291 4622 809
7504 9010 663
5932 5584 442
2700 926 792
4720 9760 644
3208 5165 781
6803 5037 23
7654 9330 935
5749 407 831
9197 2616 737
9630 3737 193
2929 1070 240
2681 3882 227
5684 3757 954
9297 5981 546
8896 6818 720
1180 6865 826
8449 5710 284
2915 2333 213
1343 2502 732
4147 1326 751
1128 8271 438
4808 135 357
5450 1260 301
9953 1634 799
4458 5662 898
9638 7038 659
7696 7990 326
7286 1188 386
3410 8004 406
6475 394 891
8548 7774 842
3400 7238 461
2078 2080 46
4802 9517 142
1415 1241 179
3107 7628 286
2569 7215 642
4894 8935 18
4280 3169 408
7611 5216 328
5901 7414 382
4050 3047 130
1154 7535 654
1816 6950 880
8492 517 874
3228 543 846
2420 2583 387
8479 8452 532
297 8098 617
972 2982 441
1831 9775 844
8501 1320 869
4817 7943 619
180 5685 870
3521 4113 905
6495 5565 673
3739 8035 998
8035 5556 781
4843 6547 142
5419 7720 482
5872 3851 238
1806 9831 517
5045 5458 660
6434 7736 31
9228 9595 18
1456 3284 372
7679 5003 295
7511 1807 626
6063 1272 617
8007 1628 208
5148 2768 869
6789 5426 228
752 8863 59
3723 6717 201
4673 3557 846
9705 696 373
6248 3735 250
8394 6085 716
70 4689 428
7843 5234 60
9404 84 798
42 5065 920
719 6030 189
2743 7049 538
4342 7612 98
2931 3935 668
1062 9170 879
4182 1037 156
373 99 44
3418 6351 81
7825 1942 195
8273 513 20
6818 7625 483
4050 5452 523
87 6318 856
474 6717 272
2196 7822 595
5342 8054 142
709 7246 321
4610 7933 846
1325 616 449
4383 8805 911
8508 8584 939
1773 3534 183
79 189 131
9684 736 357
3218 4057 196
302 9265 442
7439 4902 676
5915 4244 828
3773 699 941
6526 4429 770
7218 1202 804
5091 2950 390
9522 6335 628
8431 2637 815
5787 4012 761
7784 4594 844
6170 9195 546
711 4324 30
9339 5929 671
94 3470 371
191 2102 492
8004 4629 305
4730 9850 166
951 1794 359
4069 7623 60
2034 5436 135
2580 2209 473
8761 3215 771
852 2692 618
6800 4769 207
3475 9804 15
4124 5236 39
6962 5244 167
3427 1039 507
6065 7246 459
6490 3107 680
8647 2523 419
6690 5333 477
9161 3910 223
5590 5771 184
3758 2598 978
7078 8670 363
5156 1308 974
7413 3628 360
5230 5898 812
4602 3560 412
3824 5049 102
940 1343 411
5980 571 927
6739 3619 968
2528 4360 842
7250 3739 749
285 9923 377
6660 1157 242
5592 602 472
950 4292 737
911 6002 246
7009 7178 617
6832 9541 254
8676 2874 200
2096 4172 317
2663 9622 211
6624 5628 164
8077 4783 453
1040 5446 534
191 1317 544
4249 4481 858
4832 1324 159
2868 1127 480
9403 2921 12
5190 223 542
1256 8058 272
9513 9125 731
5317 5598 939
3275 5897 220
439 926 482
1561 5088 697
1672 2323 327
6069 3162 759
2065 5533 531
1329 9259 331
1423 8051 374
2145 3035 160
3240 6460 245
5182 1198 787
9969 361 97
4950 2226 89
6334 3545 829
5603 7562 894
470 8530 165
3520 2446 371
9016 8030 537
2716 7001 850
8263 9664 533
7570 5714 745
5364 8202 731
3986 5404 459
2173 6272 237
5648 5590 94
7856 3449 206
3548 5205 190
698 7407 953
2341 5921 820
1276 9464 785
9537 2127 74
5889 4068 507
3777 3454 864
7962 6776 50
1856 5662 977
9190 6375 81
4887 9916 421
3389 6944 994
3552 5417 156
7149 1288 726
5925 5746 27
3808 4911 541
4311 429 147
7202 1681 140
6873 3314 397
1540 3948 745
6948 8835 982
7624 2618 977
4683 5781 889
157 9054 429
2816 8072 7
9370 815 321
2431 2977 419
3236 9471 550
2471 7487 100
9969 6596 852
236 705 54
3265 9299 409
3025 1409 516
9100 4040 237
2442 8342 695
3938 6679 612
6006 1715 347
6967 2858 657
8083 618 995
8140 4881 838
9081 1656 970
4203 6860 111
6051 2349 814
4011 3472 133
8024 2949 404
5395 3565 246
1931 6467 459
2908 1110 810
4447 357 558
4922 5712 610
2662 851 213
8249 2654 87
1416 8132 621
1470 4435 645
144 5745 173
5794 3937 520
9182 7502 168
4191 5632 860
8997 166 123
7940 8929 84
8186 6766 316
2316 6983 623
3415 1730 168
370 6256 789
1974 5637 885
4206 9543 872
7110 6729 758
5264 6721 828
4291 3340 854
3759 6710 836
2411 344 366
4378 2315 808
9144 2222 525
6614 2898 721
4161 8079 703
401 1043 967
3572 2948 713
5378 2572 722
3939 7789 609
2433 6799 881
6351 7571 631
1774 1757 50
1299 5637 503
6958 8051 345
2560 3151 147
3129 8031 676
4938 6498 222
4694 5836 450
5925 9405 515
3193 9159 354
2367 2617 17
4076 2624 554
5657 3329 172
1368 7486 951
6289 140 202
5865 8721 708
1454 5042 802
6068 2331 563
2349 1188 199
7664 7062 789
1905 1202 894
5703 2346 179
8538 1218 331
840 2542 814
6924 2945 563
5867 4665 181
8080 2223 344
7326 8482 467
3431 5271 556
7167 4840 1000
2207 2783 934
8139 7285 792
4666 9201 758
4541 4502 95
685 2165 461
2299 8835 92
8944 1391 113
388 1151 859
1273 9221 93
1468 4930 350
1500 3752 772
6238 1155 680
6377 4531 184
9473 8179 955
2037 508 465
3682 8351 850
7430 3565 280
7987 5126 129
1031 897 358
1622 4108 336
5635 6587 931
6552 1424 832
9871 1600 294
6062 2751 130
8194 662 598
8062 5506 139
3928 1802 367
8478 5867 222
7143 1513 40
955 3884 48
2582 6463 35
3577 1283 573
1581 4977 224
6637 8492 830
7122 9957 490
1080 3268 508
2954 1578 523
9177 5345 963
3421 9409 275
505 5706 108
5754 338 794
6360 2224 984
6013 5373 320
1072 729 410
951 7737 472
4775 9268 217
9939 8017 441
4577 5214 864
5569 9062 728
5547 3689 866
3354 1067 366
5990 4420 511
8676 1548 943
7769 813 979
3953 6797 699
9661 1851 379
3341 6720 86
8708 9192 954
4760 6339 246
8629 5010 722
2868 8446 367
5386 6837 854
1573 1198 553
7462 1496 82
9121 1988 287
3361 4914 168
5391 6231 274
2546 2758 436
742 5057 802
4935 7992 908
7113 7794 96
102 9619 502
1174 1960 106
9248 9998 715
3860 6010 762
180 7363 485
6802 6168 867
3698 8326 463
2289 7718 78
1956 4660 59
5437 7567 745
9132 8975 760
8806 4095 701
4645 6703 702
121 8228 206
6490 2086 697
700 2546 643
8847 984 83
186 6519 444
3449 4834 443
232 126 535
2895 5464 964
5223 7446 321
4044 3144 520
6987 6629 179
6910 4862 518
7922 3147 544
5111 7037 94
9888 4120 268
4757 4742 584
395 7497 595
1899 3490 100
3774 2296 606
3805 4427 438
4130 8746 78
8847 3068 323
4938 875 645
9919 4424 825
1381 747 902
7171 8404 892
1434 7785 462
2488 9117 609
5556 6202 348
7031 3749 884
8390 5674 100
5326 63 672
4223 3749 89
5162 6605 892
2690 6499 90
5367 4861 869
3580 8857 791
7134 529 350
43 5867 189
3172 1028 423
4428 7421 174
7340 9270 421
4163 3526 999
1651 3719 869
4011 5563 999
1573 5784 332
5522 2112 508
5974 2340 433
3127 3275 860
2028 2099 724
1446 541 120
9832 7693 564
4559 2757 392
4458 8511 122
8981 1906 825
6066 5038 857
4975 4002 921
7081 4046 194
4694 4035 989
8666 1798 860
7137 1831 181
141 5890 986
4465 9488 21
4199 5936 775
7771 3690 93
3921 9492 60
7952 3032 985
5923 3296 378
7991 303 804
3883 7062 317
413 8875 58
7791 5649 286
2380 2621 360
6736 4277 199
629 4159 518
1189 8126 184
1656 8903 718
1415 5628 971
941 8400 161
9835 43 430
1501 8964 119
9987 7437 65
2948 7201 650
7303 4046 504
8227 8023 528
1668 1057 877
2085 6901 53
3917 2866 227
6528 1276 472
4031 1722 746
9473 2663 652
8939 4914 225
6584 3387 692
459 1555 404
1091 8044 190
5874 9449 430
7431 7055 430
9157 6314 335
9064 4581 15
3174 4832 360
2041 9320 763
5871 3572 255
8824 8097 878
9691 5773 300
2730 9673 486
3746 3254 794
4233 1238 134
475 6784 388
9404 5295 125
7619 6620 602
9927 5300 740
111 7526 711
9118 6212 195
6969 4909 946
4970 3723 497
4788 1647 417
9172 8681 322
5002 7559 386
7414 5377 988
663 1575 304
2218 1700 582
9109 6192 932
5644 3179 764
1683 8330 808
7680 4624 267
7908 667 279
7983 1569 466
5631 9546 929
4311 3938 432
2659 6310 948
1886 36 235
7200 1566 997
918 7947 879
3958 8105 948
8453 7857 49
6774 6826 468
8153 282 490
2054 7970 752
2748 6184 183
2142 7694 318
5819 3622 874
2588 8472 383
6132 4090 890
7286 7514 843
3786 8093 60
931 9003 404
1479 1108 179
8886 2912 234
9016 9646 172
8334 9263 204
5499 8555 327
3831 1791 634
1639 2845 862
9233 3677 36
4702 7779 479
4175 7231 741
1380 5063 163
6485 544 363
4772 8808 699
790 6709 263
2318 2146 585
2982 3369 520
4030 8779 113
2020 9324 426
3844 467 514
2119 676 955
9614 6732 461
4709 4136 701
4136 9600 854
2792 3229 973
8179 2900 516
9250 8024 755
52 9321 946
1779 6184 893
7115 50 135
9002 6830 25
9405 3769 372
7634 8466 63
7926 3308 356
7388 7229 390
2332 8832 486
4438 8918 977
5107 9525 904
6667 8240 227
484 9700 553
7707 6583 404
5046 7985 561
4995 1646 460
6125 6494 249
1546 3910 889
2320 9671 511
1539 408 328
1538 9037 704
6339 7799 819
7003 7980 310
2319 1455 103
8395 7157 722
9333 6590 659
196 319 61
6539 5166 908
5450 4956 469
6531 2560 422
9572 8810 447
3945 3848 354
9627 7908 790
8941 7057 608
1024 542 150
3691 6291 14
508 9532 851
9299 4738 464
6307 7886 559
5525 7390 137
7460 2525 481
3503 3843 145
6030 6664 645
7520 7614 479
4998 7091 227
7415 8012 61
4741 2809 844
8234 9544 193
9224 2693 269
9347 9270 599
6829 241 638
1747 7255 529
4743 3966 933
6157 2937 552
5152 8779 983
5818 4095 973
4351 9059 981
4256 3607 98
2356 5278 500
1399 5721 572
3743 1736 783
2129 5468 475
8067 5488 287
6789 3599 406
9969 9970 881
9613 2378 524
1593 2326 727
2058 4951 610
7800 5240 216
9867 8202 323
6026 6939 764
1946 9777 558
7503 7362 794
7088 8586 552
5166 5583 942
6094 6931 940
8707 7101 515
6758 3426 907
9234 9661 210
1121 3673 985
1261 5264 209
8987 1235 333
3490 5852 440
1830 1310 451
6860 2283 453
69 398 399
3507 1471 505
7797 3172 707
3614 9965 750
2211 9817 579
6298 5127 995
7166 4574 867
5772 2519 630
2482 7405 524
4440 7930 452
6426 5984 721
4594 3185 580
3630 6768 80
8194 5105 804
3088 6267 139
849 5039 736
6609 7798 692
7684 9225 973
9117 5550 271
8981 1081 651
1098 9589 55
5043 3513 94
4104 5208 582
7622 7154 482
1911 3508 677
7396 5267 265
2927 3645 35
574 7536 560
2218 8993 463
8175 5394 428
7426 7296 722
7733 570 141
647 2845 187
8091 90 268
8571 2573 405
830 1073 828
2599 9992 92
2741 2688 835
1267 9647 768
1674 4508 382
1526 1599 260
8770 8502 388
8893 1119 395
2758 5560 885
1004 4760 4
4750 3454 708
197 8826 534
9982 7284 623
2979 987 724
5191 8294 179
6357 9811 122
879 1557 260
5789 3919 949
3509 4868 618
9467 6149 541
1157 5621 801
2957 9797 811
2613 2692 235
9374 6548 730
9015 3188 632
5705 6643 622
3266 7191 606
427 2146 742
9504 7237 562
2930 3357 884
1893 9224 427
4119 6988 380
6497 165 661
1794 7828 25
9383 5386 883
8837 6391 165
8543 6559 55
4156 7774 846
8761 4665 881
5954 6262 521
1992 6754 621
1845 710 117
5512 6270 307
5419 1540 893
6546 966 58
6443 8860 924
3572 8437 157
7426 2904 900
791 7899 645
6355 6747 412
7670 5350 143
5201 5408 399
3268 5813 477
4978 6322 948
9067 6654 137
4290 5760 388
9009 9951 872
3517 254 475
1835 7480 198
6947 5583 698
4497 8405 366
3365 3775 738
2593 9944 606
5922 7645 145
6178 1551 141
1439 6203 909
2420 3022 871
1643 353 572
4161 4206 171
306 3347 601
6427 4403 447
1902 5793 319
7540 552 472
1046 5709 124
7503 8764 777
222 7938 662
693 1796 949
4771 6503 990
9617 4029 380
3932 9939 335
3311 3298 542
5071 7445 199
8142 498 223
8473 4747 653
8085 9402 688
6469 6305 622
6259 5490 750
3142 1766 374
9534 7058 454
1996 3115 217
1254 9013 284
3332 939 27
7280 2167 468
6610 447 822
6476 9762 905
2839 7927 682
1962 170 958
8680 114 105
3445 953 663
2950 2006 696
1615 6459 839
5738 185 13
6341 7205 585
2421 3250 21
6342 7975 786
6592 8616 475
2666 9007 628
2934 2601 918
5830 9350 117
4014 6949 36
8958 6885 45
7652 183 672
564 8693 976
9086 2853 43
7393 226 327
4580 7113 398
3849 5427 316
6152 8220 284
9771 4884 638
3177 2854 954
5025 4836 854
5460 4735 821
9645 728 282
2066 4054 733
6570 2997 444
8014 4162 619
9314 7686 264
3368 4246 224
7705 630 155
5330 4177 863
1055 2062 489
2494 2674 975
6987 9844 443
2219 592 747
8693 6266 716
8916 5305 123
1224 9370 140
9028 8334 578
9178 5832 580
7553 6937 816
5916 1438 147
2188 6007 572
7578 4607 449
7718 5057 826
8546 6873 726
8937 9218 17
7423 6229 608
747 6845 847
6593 3477 70
4992 7514 207
2042 521 176
2035 3015 135
1987 2204 681
2384 3501 696
7176 616 161
3956 1747 626
4895 8498 263
9652 8364 817
3586 6139 979
6284 6399 230
340 2640 934
2091 8144 306
3055 3225 587
1806 3478 581
6275 9354 896
3703 8072 238
3032 235 791
5810 5481 416
2785 1360 751
4038 3390 165
7005 1276 112
5648 1854 974
6648 3097 601
2415 5200 451
8772 7424 889
5617 8083 446
266 5249 578
6110 1893 715
4226 1038 196
4618 6106 819
2735 6562 678
4999 77 891
1287 881 377
1041 1946 36
5928 6791 37
6825 3269 788
27 9456 957
5411 1993 207
8095 3375 96
3076 2366 221
2423 2054 476
7641 3182 999
5899 3150 793
7501 5621 496
8000 4395 836
2986 6982 140
8516 3130 524
8578 4998 282
4094 2154 523
2752 2817 457
1540 1470 107
3255 7317 936
1125 9223 858
6746 2284 152
2200 3770 532
2979 1131 332
702 6949 878
6832 7845 661
3290 9147 894
7497 9626 534
400 1935 566
8891 6531 41
547 8917 671
5126 9783 754
9970 2504 921
4221 4842 404
4674 8670 403
8666 4812 76
2047 6567 212
4381 3631 530
4387 8765 621
2570 3711 970
5003 1089 815
7419 3816 900
4409 4177 695
1900 7976 614
4728 7928 57
4448 3397 52
3306 7468 374
1238 5193 466
7319 8423 948
5613 9675 46
5763 3083 521
1265 3940 518
7606 8643 101
1561 5760 580
7787 8107 247
1404 6478 471
2379 7511 332
9819 429 24
21 930 99
4686 5142 43
7630 2314 747
5628 8748 175
5456 1293 626
7727 7024 264
1234 442 809
9716 3050 152
3606 1339 648
3907 385 58
3287 4628 667
1693 297 369
4158 3294 56
8923 469 141
463 5137 478
6138 9369 541
7978 273 830
9612 6307 646
8230 1479 553
6987 5301 41
4431 645 648
7233 6079 762
5380 7476 205
2996 4555 651
116 9005 982
8696 7420 533
3182 4754 836
5896 3523 137
1284 8718 861
1425 8526 762
356 9031 677
9513 8154 102
8665 7144 577
1183 6827 923
1011 5155 413
2212 5481 223
894 7722 778
1341 4277 168
7304 8200 3
4034 4351 108
2249 9267 223
500 1297 409
7386 7951 350
847 3942 495
7349 1836 177
3132 9046 800
8762 6950 437
2427 5397 854
8470 5740 512
6380 9223 436
4483 6638 859
1053 6023 405
1265 1871 959
3802 8257 625
4683 941 168
4850 4763 139
9946 1278 838
5837 1402 492
5547 9074 195
1862 5626 555
4865 3553 213
9529 6179 240
5579 1134 914
6657 6592 331
861 3511 868
6209 3687 200
7814 1716 852
2596 5740 923
7154 532 404
8814 830 558
5359 6983 237
7640 6102 589
1132 9944 529
1184 6778 692
5126 416 732
6958 9797 597
8119 4664 658
178 9460 463
377 4274 150
2090 8690 641
9111 1746 960
9122 3921 283
9942 7838 286
7534 942 871
2516 3304 783
4496 510 498
8221 1548 850
287 290 109
2166 2898 30
2599 510 57
1940 1163 615
1963 4037 722
7476 1038 254
9202 1440 791
8847 4944 796
1892 1969 926
5066 2553 957
7986 596 6
8584 642 300
9199 8780 874
5841 6969 953
8291 9145 462
4565 1848 889
9735 7042 749
478 3793 419
6723 1007 74
7120 1096 739
5850 1159 68
103 8470 637
9017 8807 35
60 2816 70
5349 4604 908
1447 5920 221
6447 6350 300
912 4180 107
2843 1009 426
2118 575 105
3080 6355 962
6823 2642 86
9816 4600 89
8545 5462 554
2417 3237 499
7910 5748 199
4343 117 534
9791 2533 67
5118 1004 94
8337 3072 594
7225 2616 335
7124 4145 340
5031 5143 454
3567 8897 196
2950 3361 742
5425 8924 816
6146 6142 833
8925 7155 448
7330 1624 200
2547 1417 754
3641 5779 473
7122 6160 190
7816 6755 215
551 7670 129
9832 8744 115
4361 9826 910
9453 1645 355
5691 577 632
7848 4763 628
3432 2969 645
5167 4952 688
8070 7067 154
2887 2455 298
6315 538 756
6067 9944 312
7401 8022 623
6239 6188 830
4464 7205 779
2658 1153 919
7407 69 389
4880 1508 85
6602 1495 999
1616 1701 150
6250 7101 154
442 126 642
2340 2043 132
4225 9679 361
1432 3485 923
9096 7304 769
2855 3235 131
1819 2278 963
6530 6502 817
6065 6296 366
8701 7845 695
6471 1575 547
1640 4298 474
9245 1940 871
124 5967 847
3644 3656 762
8250 2238 941
8435 6989 256
2424 10 45
1618 6520 215
2400 6306 485
2361 1202 514
5247 6340 670
7894 385 153
8247 7891 338
4549 4940 871
7291 6692 551
5892 6562 142
7442 1312 525
8430 3788 735
9383 6456 878
8672 4541 531
9168 4857 100
2589 4006 207
8455 553 39
3750 4885 143
1080 3626 632
3668 5520 196
4232 5408 26
7843 991 824
8864 5901 72
2754 7234 965
502 6188 942
1232 2760 578
8935 3149 20
2528 3845 315
6418 7915 547
8847 8885 744
2628 5776 220
2765 2468 592
2926 9362 109
3392 7187 661
5367 2362 474
232 1552 143
2690 5617 514
6788 4274 401
1797 7024 178
2953 239 642
5730 2539 240
8245 6414 254
6509 7559 92
7283 9393 909
463 5956 375
1249 9778 716
6388 2501 617
6409 781 574
9504 572 506
5044 260 153
8902 5876 463
7857 7149 600
3770 2356 178
9896 6059 851
1572 8749 519
7544 4304 30
4088 5622 200
8032 9194 785
606 2979 147
9565 7552 303
827 1548 419
9406 472 764
3608 9992 120
4511 3744 382
2974 6552 378
7672 1893 182
6840 6505 316
5036 8317 196
5685 3371 106
7930 5334 921
333 5394 631
5908 8341 456
8772 8975 552
16 528 362
3167 7529 434
2586 648 661
9089 3671 1
7552 3526 383
8969 9738 127
6256 3566 300
2519 8378 692
583 1306 565
6080 5697 535
924 5907 955
1214 6142 438
4133 5626 881
9523 1911 850
7012 1779 951
8417 2143 674
8868 4260 500
4979 914 513
8966 3539 395
7799 1832 87
4757 501 582
1695 3598 86
3211 2418 954
7765 2515 388
6148 6782 853
4522 4284 639
4170 9619 311
7193 626 676
6685 2111 750
4212 8773 358
9713 8351 797
3819 8335 484
5543 9829 866
2294 1514 795
1966 3910 447
6537 5842 861
4240 5867 932
9166 7106 356
8147 8014 6
9941 4314 117
9300 4343 529
4910 3008 479
2864 9133 580
2759 6370 796
9448 4952 918
2065 3896 354
788 6614 714
772 8449 346
6401 3702 743
1523 3619 245
3494 8303 586
3191 9633 380
143 2894 337
644 13 305
7381 9355 932
4198 3780 448
8775 8278 223
1327 6331 87
9274 8742 271
8201 9851 178
6600 5277 813
5537 9469 968
1287 3288 310
4620 199 782
4562 5871 916
5826 9350 701
6038 8611 964
391 5640 578
9753 7613 487
5833 4758 295
9174 4320 989
7822 7879 793
1947 1176 205
7097 8438 877
766 8731 791
3606 7439 235
164 1372 657
4288 8005 16
6843 4678 361
1538 4901 62
4976 2812 447
433 8892 517
3553 3256 419
9849 8819 913
7392 5095 570
9461 5802 646
2765 9089 898
9010 9770 974
3518 2282 309
3774 9762 132
2248 2059 469
1118 3816 59
9356 1087 624
4840 9981 595
3153 4160 441
2831 828 35
9426 1768 87
5613 1773 951
6610 9707 499
1335 5477 237
2389 9813 433
9884 1723 973
3717 37 729
6168 2875 484
7469 5430 247
2514 3129 259
3102 347 658
5562 2417 54
6615 7164 526
9024 4246 831
3897 4663 571
6473 7870 18
3231 708 597
4834 3438 390
6693 5314 898
5351 9453 848
6812 9167 124
2747 383 162
3102 4405 35
6670 5600 604
2027 8943 926
5993 64 918
4474 4986 793
9135 2196 214
5699 365 553
4973 3133 944
2493 4697 41
9035 3891 722
2675 4618 268
256 9243 881
5629 9144 595
7954 1687 289
2848 2075 369
8253 441 574
427 4346 437
3256 3130 944
6854 4855 337
90 3635 614
1402 5625 130
262 5972 131
2957 4764 181
5267 4159 920
2793 6528 32
1226 8434 966
5615 4565 351
5281 1291 162
3933 4593 546
4034 1702 267
8026 530 499
57 6824 111
9108 261 213
9896 1095 651
744 5096 187
8469 4172 396
6138 7949 553
6420 7702 698
3873 9315 317
6609 7244 992
3891 2866 721
6183 6227 170
3419 1454 514
9449 2449 931
3003 3436 610
2989 5134 812
9112 7864 440
5740 6815 471
9437 6454 509
3453 7239 853
5790 5178 533
5541 414 288
7753 4793 512
7704 9618 637
9003 6473 713
8595 589 633
7167 6815 503
9436 1449 331
3411 1038 872
